ts_code,trade_date,field,stored,reconstructed,abs_diff,match
600919.SH,20260427,net_income,31894651000.0,31894651000.0,0.0,True
600919.SH,20260428,net_income,31894651000.0,31894651000.0,0.0,True
600919.SH,20260429,net_income,10925076000.0,10925076000.0,0.0,True
600919.SH,20260430,net_income,10925076000.0,10925076000.0,0.0,True
600919.SH,20260424,revenue,67182801000.0,67182801000.0,0.0,True
600919.SH,20260427,revenue,67182801000.0,67182801000.0,0.0,True
600919.SH,20260428,revenue,67182801000.0,67182801000.0,0.0,True
600919.SH,20260429,revenue,24180308000.0,24180308000.0,0.0,True
600919.SH,20260430,revenue,24180308000.0,24180308000.0,0.0,True
600919.SH,20260424,total_assets,4927496856000.0,4927496856000.0,0.0,True
600919.SH,20260427,total_assets,4927496856000.0,4927496856000.0,0.0,True
600919.SH,20260428,total_assets,4927496856000.0,4927496856000.0,0.0,True
600919.SH,20260429,total_assets,5581418948000.0,5581418948000.0,0.0,True
600919.SH,20260430,total_assets,5581418948000.0,5581418948000.0,0.0,True
600919.SH,20260424,equity,335086158000.0,335086158000.0,0.0,True
600919.SH,20260427,equity,335086158000.0,335086158000.0,0.0,True
600919.SH,20260428,equity,335086158000.0,335086158000.0,0.0,True
600919.SH,20260429,equity,344186214000.0,344186214000.0,0.0,True
600919.SH,20260430,equity,344186214000.0,344186214000.0,0.0,True
600919.SH,20260424,op_cashflow,401953318000.0,401953318000.0,0.0,True
600919.SH,20260427,op_cashflow,401953318000.0,401953318000.0,0.0,True
600919.SH,20260428,op_cashflow,401953318000.0,401953318000.0,0.0,True
600919.SH,20260429,op_cashflow,301646577000.0,301646577000.0,0.0,True
600919.SH,20260430,op_cashflow,301646577000.0,301646577000.0,0.0,True
688012.SH,20260424,roe,0.099524,0.099524,0.0,True
688012.SH,20260427,roe,0.099524,0.099524,0.0,True
688012.SH,20260428,roe,0.039592,0.039592,0.0,True
688012.SH,20260429,roe,0.039592,0.039592,0.0,True
688012.SH,20260430,roe,0.039592,0.039592,0.0,True
688012.SH,20260424,grossprofit_margin,0.391654,0.391654,0.0,True
688012.SH,20260427,grossprofit_margin,0.391654,0.391654,0.0,True
688012.SH,20260428,grossprofit_margin,0.398926,0.398926,0.0,True
688012.SH,20260429,grossprofit_margin,0.398926,0.398926,0.0,True
688012.SH,20260430,grossprofit_margin,0.398926,0.398926,0.0,True
688012.SH,20260424,debt_to_assets,0.23846299999999998,0.23846299999999998,0.0,True
688012.SH,20260427,debt_to_assets,0.23846299999999998,0.23846299999999998,0.0,True
688012.SH,20260428,debt_to_assets,0.22175599999999998,0.22175599999999998,0.0,True
688012.SH,20260429,debt_to_assets,0.22175599999999998,0.22175599999999998,0.0,True
688012.SH,20260430,debt_to_assets,0.22175599999999998,0.22175599999999998,0.0,True
688012.SH,20260424,current_ratio,3.0529,3.0529,0.0,True
688012.SH,20260427,current_ratio,3.0529,3.0529,0.0,True
688012.SH,20260428,current_ratio,3.2312,3.2312,0.0,True
688012.SH,20260429,current_ratio,3.2312,3.2312,0.0,True
688012.SH,20260430,current_ratio,3.2312,3.2312,0.0,True
688012.SH,20260424,net_income,2064217331.64,2064217331.64,0.0,True
688012.SH,20260427,net_income,2064217331.64,2064217331.64,0.0,True
688012.SH,20260428,net_income,918439904.12,918439904.12,0.0,True
688012.SH,20260429,net_income,918439904.12,918439904.12,0.0,True
688012.SH,20260430,net_income,918439904.12,918439904.12,0.0,True
688012.SH,20260424,revenue,12384638268.11,12384638268.11,0.0,True
688012.SH,20260427,revenue,12384638268.11,12384638268.11,0.0,True
688012.SH,20260428,revenue,2914986518.73,2914986518.73,0.0,True
688012.SH,20260429,revenue,2914986518.73,2914986518.73,0.0,True
688012.SH,20260430,revenue,2914986518.73,2914986518.73,0.0,True
688012.SH,20260424,total_assets,29846018981.43,29846018981.43,0.0,True
688012.SH,20260427,total_assets,29846018981.43,29846018981.43,0.0,True
688012.SH,20260428,total_assets,31270377655.77,31270377655.77,0.0,True
688012.SH,20260429,total_assets,31270377655.77,31270377655.77,0.0,True
688012.SH,20260430,total_assets,31270377655.77,31270377655.77,0.0,True
688012.SH,20260424,equity,22694616797.16,22694616797.16,0.0,True
688012.SH,20260427,equity,22694616797.16,22694616797.16,0.0,True
688012.SH,20260428,equity,24309292593.59,24309292593.59,0.0,True
688012.SH,20260429,equity,24309292593.59,24309292593.59,0.0,True
688012.SH,20260430,equity,24309292593.59,24309292593.59,0.0,True
688012.SH,20260424,op_cashflow,2295352919.08,2295352919.08,0.0,True
688012.SH,20260427,op_cashflow,2295352919.08,2295352919.08,0.0,True
688012.SH,20260428,op_cashflow,-158726143.08,-158726143.08,0.0,True
688012.SH,20260429,op_cashflow,-158726143.08,-158726143.08,0.0,True
688012.SH,20260430,op_cashflow,-158726143.08,-158726143.08,0.0,True
603993.SH,20260424,roe,0.26507200000000003,0.26507200000000003,0.0,True
603993.SH,20260427,roe,0.090447,0.090447,0.0,True
603993.SH,20260428,roe,0.090447,0.090447,0.0,True
603993.SH,20260429,roe,0.090447,0.090447,0.0,True
603993.SH,20260430,roe,0.090447,0.090447,0.0,True
603993.SH,20260424,grossprofit_margin,0.239275,0.239275,0.0,True
603993.SH,20260427,grossprofit_margin,0.22884899999999997,0.22884899999999997,0.0,True
603993.SH,20260428,grossprofit_margin,0.22884899999999997,0.22884899999999997,0.0,True
603993.SH,20260429,grossprofit_margin,0.22884899999999997,0.22884899999999997,0.0,True
603993.SH,20260430,grossprofit_margin,0.22884899999999997,0.22884899999999997,0.0,True
603993.SH,20260424,debt_to_assets,0.503382,0.503382,0.0,True
603993.SH,20260427,debt_to_assets,0.520303,0.520303,0.0,True
603993.SH,20260428,debt_to_assets,0.520303,0.520303,0.0,True
603993.SH,20260429,debt_to_assets,0.520303,0.520303,0.0,True
603993.SH,20260430,debt_to_assets,0.520303,0.520303,0.0,True
603993.SH,20260424,current_ratio,1.5521,1.5521,0.0,True
603993.SH,20260427,current_ratio,1.4384,1.4384,0.0,True
603993.SH,20260428,current_ratio,1.4384,1.4384,0.0,True
603993.SH,20260429,current_ratio,1.4384,1.4384,0.0,True
603993.SH,20260430,current_ratio,1.4384,1.4384,0.0,True
603993.SH,20260424,net_income,24027407307.59,24027407307.59,0.0,True
603993.SH,20260427,net_income,8823576731.21,8823576731.21,0.0,True
603993.SH,20260428,net_income,8823576731.21,8823576731.21,0.0,True
603993.SH,20260429,net_income,8823576731.21,8823576731.21,0.0,True
603993.SH,20260430,net_income,8823576731.21,8823576731.21,0.0,True
603993.SH,20260424,revenue,206683649050.43,206683649050.43,0.0,True
603993.SH,20260427,revenue,66403195123.35,66403195123.35,0.0,True
603993.SH,20260428,revenue,66403195123.35,66403195123.35,0.0,True
603993.SH,20260429,revenue,66403195123.35,66403195123.35,0.0,True
603993.SH,20260430,revenue,66403195123.35,66403195123.35,0.0,True
603993.SH,20260424,total_assets,200932364610.99,200932364610.99,0.0,True
603993.SH,20260427,total_assets,223690336596.37,223690336596.37,0.0,True
603993.SH,20260428,total_assets,223690336596.37,223690336596.37,0.0,True
603993.SH,20260429,total_assets,223690336596.37,223690336596.37,0.0,True
603993.SH,20260430,total_assets,223690336596.37,223690336596.37,0.0,True
603993.SH,20260424,equity,82435342286.07,82435342286.07,0.0,True
603993.SH,20260427,equity,89158194012.46,89158194012.46,0.0,True
603993.SH,20260428,equity,89158194012.46,89158194012.46,0.0,True
603993.SH,20260429,equity,89158194012.46,89158194012.46,0.0,True
603993.SH,20260430,equity,89158194012.46,89158194012.46,0.0,True
603993.SH,20260424,op_cashflow,20843060708.78,20843060708.78,0.0,True
603993.SH,20260427,op_cashflow,11329218827.44,11329218827.44,0.0,True
603993.SH,20260428,op_cashflow,11329218827.44,11329218827.44,0.0,True
603993.SH,20260429,op_cashflow,11329218827.44,11329218827.44,0.0,True
603993.SH,20260430,op_cashflow,11329218827.44,11329218827.44,0.0,True
000725.SZ,20260424,roe,0.043803999999999996,0.043803999999999996,0.0,True
000725.SZ,20260427,roe,0.043803999999999996,0.043803999999999996,0.0,True
000725.SZ,20260428,roe,0.043803999999999996,0.043803999999999996,0.0,True
000725.SZ,20260429,roe,0.043803999999999996,0.043803999999999996,0.0,True
000725.SZ,20260430,roe,1.2619,1.2619,0.0,True
000725.SZ,20260424,grossprofit_margin,0.156352,0.156352,0.0,True
000725.SZ,20260427,grossprofit_margin,0.156352,0.156352,0.0,True
000725.SZ,20260428,grossprofit_margin,0.156352,0.156352,0.0,True
000725.SZ,20260429,grossprofit_margin,0.156352,0.156352,0.0,True
000725.SZ,20260430,grossprofit_margin,0.155957,0.155957,0.0,True
000725.SZ,20260424,debt_to_assets,0.524551,0.524551,0.0,True
000725.SZ,20260427,debt_to_assets,0.524551,0.524551,0.0,True
000725.SZ,20260428,debt_to_assets,0.524551,0.524551,0.0,True
000725.SZ,20260429,debt_to_assets,0.524551,0.524551,0.0,True
000725.SZ,20260430,debt_to_assets,0.519161,0.519161,0.0,True
000725.SZ,20260424,current_ratio,1.3993,1.3993,0.0,True
000725.SZ,20260427,current_ratio,1.3993,1.3993,0.0,True
000725.SZ,20260428,current_ratio,1.3993,1.3993,0.0,True
000725.SZ,20260429,current_ratio,1.3993,1.3993,0.0,True
000725.SZ,20260430,current_ratio,1.4253,1.4253,0.0,True
000725.SZ,20260424,net_income,5027373569.0,5027373569.0,0.0,True
000725.SZ,20260427,net_income,5027373569.0,5027373569.0,0.0,True
000725.SZ,20260428,net_income,5027373569.0,5027373569.0,0.0,True
000725.SZ,20260429,net_income,5027373569.0,5027373569.0,0.0,True
000725.SZ,20260430,net_income,1709087317.0,1709087317.0,0.0,True
000725.SZ,20260424,revenue,204590222888.0,204590222888.0,0.0,True
000725.SZ,20260427,revenue,204590222888.0,204590222888.0,0.0,True
000725.SZ,20260428,revenue,204590222888.0,204590222888.0,0.0,True
000725.SZ,20260429,revenue,204590222888.0,204590222888.0,0.0,True
000725.SZ,20260430,revenue,51001263370.0,51001263370.0,0.0,True
000725.SZ,20260424,total_assets,436378322803.0,436378322803.0,0.0,True
000725.SZ,20260427,total_assets,436378322803.0,436378322803.0,0.0,True
000725.SZ,20260428,total_assets,436378322803.0,436378322803.0,0.0,True
000725.SZ,20260429,total_assets,436378322803.0,436378322803.0,0.0,True
000725.SZ,20260430,total_assets,437705366743.0,437705366743.0,0.0,True
000725.SZ,20260424,equity,134478628806.0,134478628806.0,0.0,True
000725.SZ,20260427,equity,134478628806.0,134478628806.0,0.0,True
000725.SZ,20260428,equity,134478628806.0,134478628806.0,0.0,True
000725.SZ,20260429,equity,134478628806.0,134478628806.0,0.0,True
000725.SZ,20260430,equity,136096934128.0,136096934128.0,0.0,True
000725.SZ,20260424,op_cashflow,48824555674.0,48824555674.0,0.0,True
000725.SZ,20260427,op_cashflow,48824555674.0,48824555674.0,0.0,True
000725.SZ,20260428,op_cashflow,48824555674.0,48824555674.0,0.0,True
000725.SZ,20260429,op_cashflow,48824555674.0,48824555674.0,0.0,True
000725.SZ,20260430,op_cashflow,12299498803.0,12299498803.0,0.0,True
601816.SH,20260424,roe,0.064329,0.064329,0.0,True
601816.SH,20260427,roe,0.064329,0.064329,0.0,True
601816.SH,20260428,roe,0.064329,0.064329,0.0,True
601816.SH,20260429,roe,0.064329,0.064329,0.0,True
601816.SH,20260430,roe,1.5054,1.5054,0.0,True
601816.SH,20260424,grossprofit_margin,0.46881300000000004,0.46881300000000004,0.0,True
601816.SH,20260427,grossprofit_margin,0.46881300000000004,0.46881300000000004,0.0,True
601816.SH,20260428,grossprofit_margin,0.46881300000000004,0.46881300000000004,0.0,True
601816.SH,20260429,grossprofit_margin,0.46881300000000004,0.46881300000000004,0.0,True
601816.SH,20260430,grossprofit_margin,0.458189,0.458189,0.0,True
601816.SH,20260424,debt_to_assets,0.20125099999999999,0.20125099999999999,0.0,True
601816.SH,20260427,debt_to_assets,0.20125099999999999,0.20125099999999999,0.0,True
601816.SH,20260428,debt_to_assets,0.20125099999999999,0.20125099999999999,0.0,True
601816.SH,20260429,debt_to_assets,0.20125099999999999,0.20125099999999999,0.0,True
601816.SH,20260430,debt_to_assets,0.197654,0.197654,0.0,True
601816.SH,20260424,current_ratio,1.8325,1.8325,0.0,True
601816.SH,20260427,current_ratio,1.8325,1.8325,0.0,True
601816.SH,20260428,current_ratio,1.8325,1.8325,0.0,True
601816.SH,20260429,current_ratio,1.8325,1.8325,0.0,True
601816.SH,20260430,current_ratio,1.8363,1.8363,0.0,True
601816.SH,20260424,net_income,13204724664.79,13204724664.79,0.0,True
601816.SH,20260427,net_income,13204724664.79,13204724664.79,0.0,True
601816.SH,20260428,net_income,13204724664.79,13204724664.79,0.0,True
601816.SH,20260429,net_income,13204724664.79,13204724664.79,0.0,True
601816.SH,20260430,net_income,3190270541.11,3190270541.11,0.0,True
601816.SH,20260424,revenue,43062041486.98,43062041486.98,0.0,True
601816.SH,20260427,revenue,43062041486.98,43062041486.98,0.0,True
601816.SH,20260428,revenue,43062041486.98,43062041486.98,0.0,True
601816.SH,20260429,revenue,43062041486.98,43062041486.98,0.0,True
601816.SH,20260430,revenue,10559383280.69,10559383280.69,0.0,True
601816.SH,20260424,total_assets,287938421202.66,287938421202.66,0.0,True
601816.SH,20260427,total_assets,287938421202.66,287938421202.66,0.0,True
601816.SH,20260428,total_assets,287938421202.66,287938421202.66,0.0,True
601816.SH,20260429,total_assets,287938421202.66,287938421202.66,0.0,True
601816.SH,20260430,total_assets,290814830095.35,290814830095.35,0.0,True
601816.SH,20260424,equity,207113561738.25,207113561738.25,0.0,True
601816.SH,20260427,equity,207113561738.25,207113561738.25,0.0,True
601816.SH,20260428,equity,207113561738.25,207113561738.25,0.0,True
601816.SH,20260429,equity,207113561738.25,207113561738.25,0.0,True
601816.SH,20260430,equity,210403937734.64,210403937734.64,0.0,True
601816.SH,20260424,op_cashflow,21204669893.36,21204669893.36,0.0,True
601816.SH,20260427,op_cashflow,21204669893.36,21204669893.36,0.0,True
601816.SH,20260428,op_cashflow,21204669893.36,21204669893.36,0.0,True
601816.SH,20260429,op_cashflow,21204669893.36,21204669893.36,0.0,True
601816.SH,20260430,op_cashflow,4423061145.16,4423061145.16,0.0,True
300394.SZ,20260424,roe,0.085709,0.085709,0.0,True
300394.SZ,20260427,roe,0.085709,0.085709,0.0,True
300394.SZ,20260428,roe,0.085709,0.085709,0.0,True
300394.SZ,20260429,roe,0.085709,0.085709,0.0,True
300394.SZ,20260430,roe,0.085709,0.085709,0.0,True
300394.SZ,20260424,grossprofit_margin,0.5660390000000001,0.5660390000000001,0.0,True
300394.SZ,20260427,grossprofit_margin,0.5660390000000001,0.5660390000000001,0.0,True
300394.SZ,20260428,grossprofit_margin,0.5660390000000001,0.5660390000000001,0.0,True
300394.SZ,20260429,grossprofit_margin,0.5660390000000001,0.5660390000000001,0.0,True
300394.SZ,20260430,grossprofit_margin,0.5660390000000001,0.5660390000000001,0.0,True
300394.SZ,20260424,debt_to_assets,0.14254,0.14254,0.0,True
300394.SZ,20260427,debt_to_assets,0.14254,0.14254,0.0,True
300394.SZ,20260428,debt_to_assets,0.14254,0.14254,0.0,True
300394.SZ,20260429,debt_to_assets,0.14254,0.14254,0.0,True
300394.SZ,20260430,debt_to_assets,0.14254,0.14254,0.0,True
300394.SZ,20260424,current_ratio,5.4471,5.4471,0.0,True
300394.SZ,20260427,current_ratio,5.4471,5.4471,0.0,True
300394.SZ,20260428,current_ratio,5.4471,5.4471,0.0,True
300394.SZ,20260429,current_ratio,5.4471,5.4471,0.0,True
300394.SZ,20260430,current_ratio,5.4471,5.4471,0.0,True
300394.SZ,20260424,net_income,492269821.58,492269821.58,0.0,True
300394.SZ,20260427,net_income,492269821.58,492269821.58,0.0,True
300394.SZ,20260428,net_income,492269821.58,492269821.58,0.0,True
300394.SZ,20260429,net_income,492269821.58,492269821.58,0.0,True
300394.SZ,20260430,net_income,492269821.58,492269821.58,0.0,True
300394.SZ,20260424,revenue,1330270175.36,1330270175.36,0.0,True
300394.SZ,20260427,revenue,1330270175.36,1330270175.36,0.0,True
300394.SZ,20260428,revenue,1330270175.36,1330270175.36,0.0,True
300394.SZ,20260429,revenue,1330270175.36,1330270175.36,0.0,True
300394.SZ,20260430,revenue,1330270175.36,1330270175.36,0.0,True
300394.SZ,20260424,total_assets,6981677447.38,6981677447.38,0.0,True
300394.SZ,20260427,total_assets,6981677447.38,6981677447.38,0.0,True
300394.SZ,20260428,total_assets,6981677447.38,6981677447.38,0.0,True
300394.SZ,20260429,total_assets,6981677447.38,6981677447.38,0.0,True
300394.SZ,20260430,total_assets,6981677447.38,6981677447.38,0.0,True
300394.SZ,20260424,equity,5979870333.53,5979870333.53,0.0,True
300394.SZ,20260427,equity,5979870333.53,5979870333.53,0.0,True
300394.SZ,20260428,equity,5979870333.53,5979870333.53,0.0,True
300394.SZ,20260429,equity,5979870333.53,5979870333.53,0.0,True
300394.SZ,20260430,equity,5979870333.53,5979870333.53,0.0,True
300394.SZ,20260424,op_cashflow,182277065.44,182277065.44,0.0,True
300394.SZ,20260427,op_cashflow,182277065.44,182277065.44,0.0,True
300394.SZ,20260428,op_cashflow,182277065.44,182277065.44,0.0,True
300394.SZ,20260429,op_cashflow,182277065.44,182277065.44,0.0,True
300394.SZ,20260430,op_cashflow,182277065.44,182277065.44,0.0,True
601857.SH,20260424,roe,0.101438,0.101438,0.0,True
601857.SH,20260427,roe,0.101438,0.101438,0.0,True
601857.SH,20260428,roe,0.101438,0.101438,0.0,True
601857.SH,20260429,roe,0.101438,0.101438,0.0,True
601857.SH,20260430,roe,0.030108000000000003,0.030108000000000003,0.0,True
601857.SH,20260424,grossprofit_margin,0.215868,0.215868,0.0,True
601857.SH,20260427,grossprofit_margin,0.215868,0.215868,0.0,True
601857.SH,20260428,grossprofit_margin,0.215868,0.215868,0.0,True
601857.SH,20260429,grossprofit_margin,0.215868,0.215868,0.0,True
601857.SH,20260430,grossprofit_margin,0.229241,0.229241,0.0,True
601857.SH,20260424,debt_to_assets,0.363671,0.363671,0.0,True
601857.SH,20260427,debt_to_assets,0.363671,0.363671,0.0,True
601857.SH,20260428,debt_to_assets,0.363671,0.363671,0.0,True
601857.SH,20260429,debt_to_assets,0.363671,0.363671,0.0,True
601857.SH,20260430,debt_to_assets,0.395841,0.395841,0.0,True
601857.SH,20260424,current_ratio,1.1049,1.1049,0.0,True
601857.SH,20260427,current_ratio,1.1049,1.1049,0.0,True
601857.SH,20260428,current_ratio,1.1049,1.1049,0.0,True
601857.SH,20260429,current_ratio,1.1049,1.1049,0.0,True
601857.SH,20260430,current_ratio,1.1334,1.1334,0.0,True
601857.SH,20260424,net_income,172005000000.0,172005000000.0,0.0,True
601857.SH,20260427,net_income,172005000000.0,172005000000.0,0.0,True
601857.SH,20260428,net_income,172005000000.0,172005000000.0,0.0,True
601857.SH,20260429,net_income,172005000000.0,172005000000.0,0.0,True
601857.SH,20260430,net_income,53477000000.0,53477000000.0,0.0,True
601857.SH,20260424,revenue,2864469000000.0,2864469000000.0,0.0,True
601857.SH,20260427,revenue,2864469000000.0,2864469000000.0,0.0,True
601857.SH,20260428,revenue,2864469000000.0,2864469000000.0,0.0,True
601857.SH,20260429,revenue,2864469000000.0,2864469000000.0,0.0,True
601857.SH,20260430,revenue,736383000000.0,736383000000.0,0.0,True
601857.SH,20260424,total_assets,2828017000000.0,2828017000000.0,0.0,True
601857.SH,20260427,total_assets,2828017000000.0,2828017000000.0,0.0,True
601857.SH,20260428,total_assets,2828017000000.0,2828017000000.0,0.0,True
601857.SH,20260429,total_assets,2828017000000.0,2828017000000.0,0.0,True
601857.SH,20260430,total_assets,3038549000000.0,3038549000000.0,0.0,True
601857.SH,20260424,equity,1586061000000.0,1586061000000.0,0.0,True
601857.SH,20260427,equity,1586061000000.0,1586061000000.0,0.0,True
601857.SH,20260428,equity,1586061000000.0,1586061000000.0,0.0,True
601857.SH,20260429,equity,1586061000000.0,1586061000000.0,0.0,True
601857.SH,20260430,equity,1624532000000.0,1624532000000.0,0.0,True
601857.SH,20260424,op_cashflow,412510000000.0,412510000000.0,0.0,True
601857.SH,20260427,op_cashflow,412510000000.0,412510000000.0,0.0,True
601857.SH,20260428,op_cashflow,412510000000.0,412510000000.0,0.0,True
601857.SH,20260429,op_cashflow,412510000000.0,412510000000.0,0.0,True
601857.SH,20260430,op_cashflow,84472000000.0,84472000000.0,0.0,True
002463.SZ,20260424,roe,0.07786699999999999,0.07786699999999999,0.0,True
002463.SZ,20260427,roe,0.07786699999999999,0.07786699999999999,0.0,True
002463.SZ,20260428,roe,0.07786699999999999,0.07786699999999999,0.0,True
002463.SZ,20260429,roe,0.07786699999999999,0.07786699999999999,0.0,True
002463.SZ,20260430,roe,0.07786699999999999,0.07786699999999999,0.0,True
002463.SZ,20260424,grossprofit_margin,0.356324,0.356324,0.0,True
002463.SZ,20260427,grossprofit_margin,0.356324,0.356324,0.0,True
002463.SZ,20260428,grossprofit_margin,0.356324,0.356324,0.0,True
002463.SZ,20260429,grossprofit_margin,0.356324,0.356324,0.0,True
002463.SZ,20260430,grossprofit_margin,0.356324,0.356324,0.0,True
002463.SZ,20260424,debt_to_assets,0.48643099999999995,0.48643099999999995,0.0,True
002463.SZ,20260427,debt_to_assets,0.48643099999999995,0.48643099999999995,0.0,True
002463.SZ,20260428,debt_to_assets,0.48643099999999995,0.48643099999999995,0.0,True
002463.SZ,20260429,debt_to_assets,0.48643099999999995,0.48643099999999995,0.0,True
002463.SZ,20260430,debt_to_assets,0.48643099999999995,0.48643099999999995,0.0,True
002463.SZ,20260424,current_ratio,1.4845,1.4845,0.0,True
002463.SZ,20260427,current_ratio,1.4845,1.4845,0.0,True
002463.SZ,20260428,current_ratio,1.4845,1.4845,0.0,True
002463.SZ,20260429,current_ratio,1.4845,1.4845,0.0,True
002463.SZ,20260430,current_ratio,1.4845,1.4845,0.0,True
002463.SZ,20260424,net_income,1241439745.0,1241439745.0,0.0,True
002463.SZ,20260427,net_income,1241439745.0,1241439745.0,0.0,True
002463.SZ,20260428,net_income,1241439745.0,1241439745.0,0.0,True
002463.SZ,20260429,net_income,1241439745.0,1241439745.0,0.0,True
002463.SZ,20260430,net_income,1241439745.0,1241439745.0,0.0,True
002463.SZ,20260424,revenue,6214156406.0,6214156406.0,0.0,True
002463.SZ,20260427,revenue,6214156406.0,6214156406.0,0.0,True
002463.SZ,20260428,revenue,6214156406.0,6214156406.0,0.0,True
002463.SZ,20260429,revenue,6214156406.0,6214156406.0,0.0,True
002463.SZ,20260430,revenue,6214156406.0,6214156406.0,0.0,True
002463.SZ,20260424,total_assets,32720019199.0,32720019199.0,0.0,True
002463.SZ,20260427,total_assets,32720019199.0,32720019199.0,0.0,True
002463.SZ,20260428,total_assets,32720019199.0,32720019199.0,0.0,True
002463.SZ,20260429,total_assets,32720019199.0,32720019199.0,0.0,True
002463.SZ,20260430,total_assets,32720019199.0,32720019199.0,0.0,True
002463.SZ,20260424,equity,16789869984.0,16789869984.0,0.0,True
002463.SZ,20260427,equity,16789869984.0,16789869984.0,0.0,True
002463.SZ,20260428,equity,16789869984.0,16789869984.0,0.0,True
002463.SZ,20260429,equity,16789869984.0,16789869984.0,0.0,True
002463.SZ,20260430,equity,16789869984.0,16789869984.0,0.0,True
002463.SZ,20260424,op_cashflow,511016585.0,511016585.0,0.0,True
002463.SZ,20260427,op_cashflow,511016585.0,511016585.0,0.0,True
002463.SZ,20260428,op_cashflow,511016585.0,511016585.0,0.0,True
002463.SZ,20260429,op_cashflow,511016585.0,511016585.0,0.0,True
002463.SZ,20260430,op_cashflow,511016585.0,511016585.0,0.0,True
603019.SH,20260424,roe,0.102089,0.102089,0.0,True
603019.SH,20260427,roe,1.0174,1.0174,0.0,True
603019.SH,20260428,roe,1.0174,1.0174,0.0,True
603019.SH,20260429,roe,1.0174,1.0174,0.0,True
603019.SH,20260430,roe,1.0174,1.0174,0.0,True
603019.SH,20260424,grossprofit_margin,0.305835,0.305835,0.0,True
603019.SH,20260427,grossprofit_margin,0.265575,0.265575,0.0,True
603019.SH,20260428,grossprofit_margin,0.265575,0.265575,0.0,True
603019.SH,20260429,grossprofit_margin,0.265575,0.265575,0.0,True
603019.SH,20260430,grossprofit_margin,0.265575,0.265575,0.0,True
603019.SH,20260424,debt_to_assets,0.436713,0.436713,0.0,True
603019.SH,20260427,debt_to_assets,0.411353,0.411353,0.0,True
603019.SH,20260428,debt_to_assets,0.411353,0.411353,0.0,True
603019.SH,20260429,debt_to_assets,0.411353,0.411353,0.0,True
603019.SH,20260430,debt_to_assets,0.411353,0.411353,0.0,True
603019.SH,20260424,current_ratio,1.8339,1.8339,0.0,True
603019.SH,20260427,current_ratio,2.1189,2.1189,0.0,True
603019.SH,20260428,current_ratio,2.1189,2.1189,0.0,True
603019.SH,20260429,current_ratio,2.1189,2.1189,0.0,True
603019.SH,20260430,current_ratio,2.1189,2.1189,0.0,True
603019.SH,20260424,net_income,2157667919.43,2157667919.43,0.0,True
603019.SH,20260427,net_income,191957983.15,191957983.15,0.0,True
603019.SH,20260428,net_income,191957983.15,191957983.15,0.0,True
603019.SH,20260429,net_income,191957983.15,191957983.15,0.0,True
603019.SH,20260430,net_income,191957983.15,191957983.15,0.0,True
603019.SH,20260424,revenue,14963644356.95,14963644356.95,0.0,True
603019.SH,20260427,revenue,3199430492.82,3199430492.82,0.0,True
603019.SH,20260428,revenue,3199430492.82,3199430492.82,0.0,True
603019.SH,20260429,revenue,3199430492.82,3199430492.82,0.0,True
603019.SH,20260430,revenue,3199430492.82,3199430492.82,0.0,True
603019.SH,20260424,total_assets,40953741117.01,40953741117.01,0.0,True
603019.SH,20260427,total_assets,39337159471.0,39337159471.0,0.0,True
603019.SH,20260428,total_assets,39337159471.0,39337159471.0,0.0,True
603019.SH,20260429,total_assets,39337159471.0,39337159471.0,0.0,True
603019.SH,20260430,total_assets,39337159471.0,39337159471.0,0.0,True
603019.SH,20260424,equity,22233220050.15,22233220050.15,0.0,True
603019.SH,20260427,equity,22555729999.32,22555729999.32,0.0,True
603019.SH,20260428,equity,22555729999.32,22555729999.32,0.0,True
603019.SH,20260429,equity,22555729999.32,22555729999.32,0.0,True
603019.SH,20260430,equity,22555729999.32,22555729999.32,0.0,True
603019.SH,20260424,op_cashflow,1313355634.49,1313355634.49,0.0,True
603019.SH,20260427,op_cashflow,-1390698665.3,-1390698665.3,0.0,True
603019.SH,20260428,op_cashflow,-1390698665.3,-1390698665.3,0.0,True
603019.SH,20260429,op_cashflow,-1390698665.3,-1390698665.3,0.0,True
603019.SH,20260430,op_cashflow,-1390698665.3,-1390698665.3,0.0,True
600089.SH,20260424,roe,0.083963,0.083963,0.0,True
600089.SH,20260427,roe,0.083963,0.083963,0.0,True
600089.SH,20260428,roe,0.083963,0.083963,0.0,True
600089.SH,20260429,roe,0.083963,0.083963,0.0,True
600089.SH,20260430,roe,2.4026,2.4026,0.0,True
600089.SH,20260424,grossprofit_margin,0.188024,0.188024,0.0,True
600089.SH,20260427,grossprofit_margin,0.188024,0.188024,0.0,True
600089.SH,20260428,grossprofit_margin,0.188024,0.188024,0.0,True
600089.SH,20260429,grossprofit_margin,0.188024,0.188024,0.0,True
600089.SH,20260430,grossprofit_margin,0.211192,0.211192,0.0,True
600089.SH,20260424,debt_to_assets,0.556002,0.556002,0.0,True
600089.SH,20260427,debt_to_assets,0.556002,0.556002,0.0,True
600089.SH,20260428,debt_to_assets,0.556002,0.556002,0.0,True
600089.SH,20260429,debt_to_assets,0.556002,0.556002,0.0,True
600089.SH,20260430,debt_to_assets,0.5657650000000001,0.5657650000000001,0.0,True
600089.SH,20260424,current_ratio,1.1456,1.1456,0.0,True
600089.SH,20260427,current_ratio,1.1456,1.1456,0.0,True
